start,end,gene,count,gene_number,lengthkb,rpk,scale_factor,tpm,accession,class,pysinthe,b_rep,time,strain
24228,24818,"ID=cds45;Dbxref=UniProtKB/Swiss-Prot:P03746,NCBI_GP:CAA24429.1;Name=CAA24429.1;Note=gene 11%2C tail protein;gbkey=CDS;product=CAA24429.1;protein_id=CAA24429.1;transl_table=11",52,11,0.59,88.13559322033899,0.004116078822083466,21412.51346973155,NP_041999.1,3,gene 11,1,1,wildtype
24842,27226,"ID=cds46;Dbxref=UniProtKB/Swiss-Prot:P03747,NCBI_GP:CAA24430.1;Name=CAA24430.1;Note=gene 12%2C tail protein;gbkey=CDS;product=CAA24430.1;protein_id=CAA24430.1;transl_table=11",150,12,2.384,62.919463087248324,0.004116078822083466,15286.262923264409,NP_042000.1,3,gene 12,1,1,wildtype
27307,27723,"ID=cds47;Dbxref=InterPro:IPR020335,UniProtKB/Swiss-Prot:P03723,NCBI_GP:CAA24431.1;Name=CAA24431.1;Note=gene 13%2C internal virion protein;gbkey=CDS;product=CAA24431.1;protein_id=CAA24431.1;transl_table=11",21,13,0.416,50.48076923076923,0.004116078822083466,12264.286329972907,NP_042001.1,3,gene 13,1,1,wildtype
27728,28318,"ID=cds48;Dbxref=UniProtKB/Swiss-Prot:P03724,NCBI_GP:CAA24432.1;Name=CAA24432.1;Note=gene 14%2C internal virion protein;gbkey=CDS;product=CAA24432.1;protein_id=CAA24432.1;transl_table=11",36,14,0.59,61.016949152542374,0.004116078822083466,14824.047786737226,NP_042002.1,3,gene 14,1,1,wildtype
28325,30568,"ID=cds49;Dbxref=UniProtKB/Swiss-Prot:P03725,NCBI_GP:CAA24433.1;Name=CAA24433.1;Note=gene 15%2C internal virion protein;gbkey=CDS;product=CAA24433.1;protein_id=CAA24433.1;transl_table=11",159,15,2.243,70.88720463664735,0.004116078822083466,17222.023119753052,NP_042003.1,3,gene 15,1,1,wildtype
30595,34551,"ID=cds50;Dbxref=GOA:P03726,InterPro:IPR000189,InterPro:IPR008258,UniProtKB/Swiss-Prot:P03726,NCBI_GP:CAA24434.1;Name=CAA24434.1;Note=gene 16%2C internal virion protein;gbkey=CDS;product=CAA24434.1;protein_id=CAA24434.1;transl_table=11",223,16,3.956,56.370070778564205,0.004116078822083466,13695.090209674592,NP_042004.1,3,gene 16,1,1,wildtype
34624,36285,"ID=cds51;Dbxref=InterPro:IPR005604,InterPro:IPR022246,UniProtKB/Swiss-Prot:P03748,NCBI_GP:CAA24435.1;Name=CAA24435.1;Note=gene 17%2C tail fiber protein;gbkey=CDS;product=CAA24435.1;protein_id=CAA24435.1;transl_table=11",127,17,1.661,76.45996387718242,0.004116078822083466,18575.923149712697,NP_042005.1,3,gene 17,1,1,wildtype
36344,36547,"ID=cds52;Dbxref=GOA:P03802,InterPro:IPR019682,UniProtKB/Swiss-Prot:P03802,NCBI_GP:CAA24436.1;Name=CAA24436.1;Note=gene 17.5%2C lysis protein [17];gbkey=CDS;product=CAA24436.1;protein_id=CAA24436.1;transl_table=11",14,17.5,0.203,68.9655172413793,0.004116078822083466,16755.14979727004,NP_042006.1,3,gene 17.5,1,1,wildtype
36553,36822,"ID=cds53;Dbxref=GOA:P03693,UniProtKB/Swiss-Prot:P03693,NCBI_GP:CAA24437.1;Name=CAA24437.1;Note=gene 18%2C DNA maturation protein;gbkey=CDS;product=CAA24437.1;protein_id=CAA24437.1;transl_table=11",18,18,0.269,66.91449814126393,0.004116078822083466,16256.855379507366,NP_042007.1,3,gene 18,1,1,wildtype
36917,37348,"ID=cds54;Dbxref=GOA:P03803,InterPro:IPR004929,InterPro:IPR016417,UniProtKB/Swiss-Prot:P03803,NCBI_GP:CAA24438.1;Name=CAA24438.1;Note=gene 18.5%2C homologous to lambda Rz lysis protein [10];gbkey=CDS;product=CAA24438.1;protein_id=CAA24438.1;transl_table=11",19,18.5,0.431,44.08352668213457,0.004116078822083466,10710.078350691176,NP_042008.1,3,gene 18.5,1,1,wildtype
37032,37283,"ID=cds55;Dbxref=InterPro:IPR020130,UniProtKB/Swiss-Prot:P03788,NCBI_GP:CAA24439.1;Name=CAA24439.1;Note=gene 18.7;gbkey=CDS;product=CAA24439.1;protein_id=CAA24439.1;transl_table=11",12,18.7,0.251,47.808764940239044,0.004116078822083466,11615.123763844573,NP_042009.1,3,gene 18.7,1,1,wildtype
37370,39130,"ID=cds56;Dbxref=GOA:P03694,UniProtKB/Swiss-Prot:P03694,NCBI_GP:CAA24440.1;Name=CAA24440.1;Note=gene 19%2C DNA maturation protein;gbkey=CDS;product=CAA24440.1;protein_id=CAA24440.1;transl_table=11",73,19,1.76,41.47727272727273,0.004116078822083466,10076.889807051331,NP_042010.1,3,gene 19,1,1,wildtype
38016,38273,"ID=cds57;Dbxref=InterPro:IPR020148,UniProtKB/Swiss-Prot:P03789,NCBI_GP:CAA24441.1;Name=CAA24441.1;Note=gene 19.2;gbkey=CDS;product=CAA24441.1;protein_id=CAA24441.1;transl_table=11",15,19.2,0.257,58.36575875486381,0.004116078822083466,14179.941949051497,NA,3,gene 19.2,1,1,wildtype
38553,38726,"ID=cds58;Dbxref=UniProtKB/Swiss-Prot:P03790,NCBI_GP:CAA24442.1;Name=CAA24442.1;Note=gene 19.3;gbkey=CDS;product=CAA24442.1;protein_id=CAA24442.1;transl_table=11",5,19.3,0.173,28.901734104046245,0.004116078822083466,7021.666822555366,NA,3,gene 19.3,1,1,wildtype
39389,39538,"ID=cds59;Dbxref=UniProtKB/Swiss-Prot:P03804,NCBI_GP:CAA24443.1;Name=CAA24443.1;Note=gene 19.5;gbkey=CDS;product=CAA24443.1;protein_id=CAA24443.1;transl_table=11",17,19.5,0.149,114.09395973154363,0.004116078822083466,27719.090100852794,NP_042013.1,3,gene 19.5,1,1,wildtype
925,1278,"ID=cds0;Parent=rna0;Dbxref=InterPro:IPR014798,PDB:1S7Z,UniProtKB/Swiss-Prot:P03775,NCBI_GP:CAA24384.1;Name=CAA24384.1;Note=gene 0.3%2C inhibits EcoB and EcoK host restriction;gbkey=CDS;product=CAA24384.1;protein_id=CAA24384.1;transl_table=11",10356,0.3,0.353,29337.110481586406,0.05469244262344096,536401.5405852917,NP_041954.1,1,gene 0.3,2,1,wildtype
1278,1433,"ID=cds1;Parent=rna0;Dbxref=UniProtKB/Swiss-Prot:P03776,NCBI_GP:CAA24385.1;Name=CAA24385.1;Note=gene 0.4;gbkey=CDS;product=CAA24385.1;protein_id=CAA24385.1;transl_table=11",0,0.4,0.155,0,0.05469244262344096,0,NP_041955.1,1,gene 0.4,2,1,wildtype
1496,1639,"ID=cds2;Parent=rna1;Dbxref=UniProtKB/Swiss-Prot:P03777,NCBI_GP:CAA24386.1;Name=CAA24386.1;Note=gene 0.5;gbkey=CDS;product=CAA24386.1;protein_id=CAA24386.1;transl_table=11",0,0.5,0.143,0,0.05469244262344096,0,NA,NA,NA,2,1,wildtype
1636,1797,"ID=cds3;Parent=rna1;Dbxref=UniProtKB/Swiss-Prot:P03778,NCBI_GP:CAA24387.1;Name=CAA24387.1;Note=gene 0.6A;gbkey=CDS;product=CAA24387.1;protein_id=CAA24387.1;transl_table=11",0,0.6A,0.161,0,0.05469244262344096,0,NA,NA,NA,2,1,wildtype
2021,3100,"ID=cds4;Parent=rna1;Dbxref=GOA:P00513,InterPro:IPR014374,UniProtKB/Swiss-Prot:P00513,NCBI_GP:CAA24389.1;Name=CAA24389.1;Note=gene 0.7%2C protein kinase;gbkey=CDS;product=CAA24389.1;protein_id=CAA24389.1;transl_table=11",11023,0.7,1.079,10215.940685820204,0.05469244262344096,186788.8906728348,NP_041959.1,1,protein_kinase-0.7,2,1,wildtype
1636,1794,"ID=cds5;Dbxref=UniProtKB/Swiss-Prot:P03778,NCBI_GP:CAA24388.1;Name=CAA24388.1;Note=possible gene 0.6B;gbkey=CDS;product=CAA24388.1;protein_id=CAA24388.1;transl_table=11",0,0.6B,0.158,0,0.05469244262344096,0,NA,NA,NA,2,1,wildtype
1796,1972,"ID=cds5;Dbxref=UniProtKB/Swiss-Prot:P03778,NCBI_GP:CAA24388.1;Name=CAA24388.1;Note=possible gene 0.6B;gbkey=CDS;product=CAA24388.1;protein_id=CAA24388.1;transl_table=11",0,0.6B,0.176,0,0.05469244262344096,0,NA,NA,NA,2,1,wildtype
3171,5822,"ID=cds6;Parent=rna2;Dbxref=GOA:P00573,InterPro:IPR002092,PDB:1ARO,PDB:1CEZ,PDB:1H38,PDB:1MSW,PDB:1QLN,PDB:1S0V,PDB:1S76,PDB:1S77,PDB:2PI4,PDB:2PI5,PDB:3E2E,PDB:3E3J,PDB:4RNP,UniProtKB/Swiss-Prot:P00573,NCBI_GP:CAA24390.1;Name=CAA24390.1;Note=gene 1%2C T7 RNA polymerase;gbkey=CDS;product=CAA24390.1;protein_id=CAA24390.1;transl_table=11",6597,1,2.651,2488.4949075820446,0.05469244262344096,45499.79463735792,NP_041960.1,1,rnapol-1,2,1,wildtype
6007,6135,"ID=cds7;Parent=rna3;Dbxref=InterPro:IPR013232,UniProtKB/Swiss-Prot:P03779,NCBI_GP:CAA24391.1;Name=CAA24391.1;Note=gene 1.1;gbkey=CDS;product=CAA24391.1;protein_id=CAA24391.1;transl_table=11",69,1.1,0.128,539.0625,0.05469244262344096,9856.252054995255,NA,1,gene 1.1,2,1,wildtype
6137,6394,"ID=cds8;Parent=rna3;Dbxref=GOA:P03780,InterPro:IPR020147,UniProtKB/Swiss-Prot:P03780,NCBI_GP:CAA24392.1;Name=CAA24392.1;Note=gene 1.2%2C inhibits host dGTP triphosphohydrolase [8] /target for F plasmid exclusion [11];gbkey=CDS;product=CAA24392.1;protein_id=CAA24392.1;transl_table=11",167,1.2,0.257,649.8054474708171,0.05469244262344096,11881.082948603087,NP_041962.1,2,gene 1.2,2,1,wildtype
6475,7554,"ID=cds9;Parent=rna4;Dbxref=GOA:P00969,InterPro:IPR012310,InterPro:IPR012340,InterPro:IPR016027,InterPro:IPR016059,InterPro:IPR016306,PDB:1A0I,UniProtKB/Swiss-Prot:P00969,NCBI_GP:CAA24393.1;Name=CAA24393.1;Note=gene 1.3%2C DNA ligase;gbkey=CDS;product=CAA24393.1;protein_id=CAA24393.1;transl_table=11",230,1.3,1.079,213.16033364226135,0.05469244262344096,3897.436710038284,NP_041963.1,2,gene 1.3,2,1,wildtype
7608,7763,"ID=cds10;Dbxref=UniProtKB/Swiss-Prot:P03791,NCBI_GP:CAA24394.1;Name=CAA24394.1;Note=gene 1.4;gbkey=CDS;product=CAA24394.1;protein_id=CAA24394.1;transl_table=11",12,1.4,0.155,77.41935483870968,0.05469244262344096,1415.5402670848725,NA,2,gene 1.4,2,1,wildtype
7791,7880,"ID=cds11;Dbxref=UniProtKB/Swiss-Prot:P03792,NCBI_GP:CAA24395.1;Name=CAA24395.1;Note=gene 1.5;gbkey=CDS;product=CAA24395.1;protein_id=CAA24395.1;transl_table=11",11,1.5,0.089,123.59550561797754,0.05469244262344096,2259.827860842423,NP_041965.1,2,gene 1.5,2,1,wildtype
7906,8166,"ID=cds12;Dbxref=InterPro:IPR018015,UniProtKB/Swiss-Prot:P03793,NCBI_GP:CAA24396.1;Name=CAA24396.1;Note=gene 1.6;gbkey=CDS;product=CAA24396.1;protein_id=CAA24396.1;transl_table=11",43,1.6,0.26,165.3846153846154,0.05469244262344096,3023.9025256797036,NP_041966.1,2,gene 1.6,2,1,wildtype
8166,8756,"ID=cds13;Dbxref=InterPro:IPR021739,UniProtKB/Swiss-Prot:P03781,NCBI_GP:CAA24397.1;Name=CAA24397.1;Note=gene 1.7;gbkey=CDS;product=CAA24397.1;protein_id=CAA24397.1;transl_table=11",104,1.7,0.59,176.27118644067798,0.05469244262344096,3222.953263475727,NP_041967.1,2,gene 1.7,2,1,wildtype
8749,8895,"ID=cds14;Dbxref=UniProtKB/Swiss-Prot:P03794,NCBI_GP:CAA24398.1;Name=CAA24398.1;Note=gene 1.8;gbkey=CDS;product=CAA24398.1;protein_id=CAA24398.1;transl_table=11",39,1.8,0.146,267.1232876712329,0.05469244262344096,4884.09869550688,NP_041968.1,2,gene 1.8,2,1,wildtype
8898,9092,"ID=cds15;Dbxref=InterPro:IPR016412,PDB:2WNM,UniProtKB/Swiss-Prot:P03704,NCBI_GP:CAA24399.1;Name=CAA24399.1;Note=gene 2%2C inhibits E. coli RNA polymerase;gbkey=CDS;product=CAA24399.1;protein_id=CAA24399.1;transl_table=11",33,2,0.194,170.10309278350516,0.05469244262344096,3110.175457963541,NP_041969.1,2,gp-2,2,1,wildtype
9158,9856,"ID=cds16;Dbxref=GOA:P03696,InterPro:IPR012340,InterPro:IPR016027,InterPro:IPR016411,PDB:1JE5,UniProtKB/Swiss-Prot:P03696,NCBI_GP:CAA24400.1;Name=CAA24400.1;Note=gene 2.5%2C single-stranded DNA-binding protein;gbkey=CDS;product=CAA24400.1;protein_id=CAA24400.1;transl_table=11",207,2.5,0.698,296.56160458452723,0.05469244262344096,5422.350700742375,NP_041970.1,2,gene 2.5,2,1,wildtype
9857,10276,"ID=cds17;Dbxref=UniProtKB/Swiss-Prot:P03795,NCBI_GP:CAA24401.1;Name=CAA24401.1;Note=gene 2.8;gbkey=CDS;product=CAA24401.1;protein_id=CAA24401.1;transl_table=11",110,2.8,0.419,262.5298329355609,0.05469244262344096,4800.1116853216145,NP_041971.1,2,gene 2.8,2,1,wildtype
10257,10706,"ID=cds18;Dbxref=GOA:P00641,InterPro:IPR008029,InterPro:IPR011335,InterPro:IPR011578,PDB:1FZR,PDB:1M0D,PDB:1M0I,PDB:2PFJ,PDB:3CAE,UniProtKB/Swiss-Prot:P00641,NCBI_GP:CAA24402.1;Name=CAA24402.1;Note=gene 3%2C endonuclease;gbkey=CDS;product=CAA24402.1;protein_id=CAA24402.1;transl_table=11",78,3,0.449,173.71937639198217,0.05469244262344096,3176.295810886434,NP_041972.1,2,gene 3,2,1,wildtype
10706,11161,"ID=cds19;Dbxref=GOA:P00806,InterPro:IPR002502,InterPro:IPR015510,PDB:1ARO,PDB:1LBA,UniProtKB/Swiss-Prot:P00806,NCBI_GP:CAA24403.1;Name=CAA24403.1;Note=gene 3.5%2C lysozyme/inhibits T7 RNA polymerase [7];gbkey=CDS;product=CAA24403.1;protein_id=CAA24403.1;transl_table=11",147,3.5,0.455,323.07692307692304,0.05469244262344096,5907.158422258025,NP_041973.1,2,lysozyme-3.5,2,1,wildtype
11225,11590,"ID=cds20;Dbxref=GOA:P03797,InterPro:IPR002711,InterPro:IPR003615,UniProtKB/Swiss-Prot:P03797,NCBI_GP:CAA24404.1;Name=CAA24404.1;Note=gene 3.8;gbkey=CDS;product=CAA24404.1;protein_id=CAA24404.1;transl_table=11",32,3.8,0.365,87.67123287671232,0.05469244262344096,1602.986238525335,NP_041974.1,2,gene 3.8,2,1,wildtype
11565,13265,"ID=cds21;Dbxref=GOA:P03692,InterPro:IPR006171,InterPro:IPR007694,InterPro:IPR013237,PDB:1CR0,PDB:1CR1,PDB:1CR2,PDB:1CR4,PDB:1E0J,PDB:1E0K,PDB:1NUI,PDB:1Q57,UniProtKB/Swiss-Prot:P03692,NCBI_GP:CAA24405.1;Name=CAA24405.1;Note=gene 4A%2C primase/helicase [14%2C15];gbkey=CDS;product=CAA24405.1;protein_id=CAA24405.1;transl_table=11",231,4A,1.7,135.88235294117646,0.05469244262344096,2484.481336420287,NP_041975.1,2,gene 4A,2,1,wildtype
11635,11757,"ID=cds22;Dbxref=UniProtKB/Swiss-Prot:P03782,NCBI_GP:CAA24406.1;Name=CAA24406.1;Note=gene 4.1;gbkey=CDS;product=CAA24406.1;protein_id=CAA24406.1;transl_table=11",13,4.1,0.122,106.55737704918033,0.05469244262344096,1948.3016654207775,NA,NA,NA,2,1,wildtype
11754,13265,"ID=cds23;Dbxref=GOA:P03692,InterPro:IPR006171,InterPro:IPR007694,InterPro:IPR013237,PDB:1CR0,PDB:1CR1,PDB:1CR2,PDB:1CR4,PDB:1E0J,PDB:1E0K,PDB:1NUI,PDB:1Q57,UniProtKB/Swiss-Prot:P03692,NCBI_GP:CAA24407.1;Name=CAA24407.1;Note=gene 4B/helicase [14%2C15];gbkey=CDS;product=CAA24407.1;protein_id=CAA24407.1;transl_table=11",217,4B,1.511,143.61350099272005,0.05469244262344096,2625.8381250496186,NA,NA,NA,2,1,wildtype
12988,13326,"ID=cds24;Dbxref=UniProtKB/Swiss-Prot:P03783,NCBI_GP:CAA24408.1;Name=CAA24408.1;Note=gene 4.2;gbkey=CDS;product=CAA24408.1;protein_id=CAA24408.1;transl_table=11",76,4.2,0.338,224.85207100591714,0.05469244262344096,4111.209158348076,NP_041978.1,2,gene 4.2,2,1,wildtype
13352,13564,"ID=cds25;Dbxref=UniProtKB/Swiss-Prot:P03784,NCBI_GP:CAA24409.1;Name=CAA24409.1;Note=gene 4.3;gbkey=CDS;product=CAA24409.1;protein_id=CAA24409.1;transl_table=11",89,4.3,0.212,419.811320754717,0.05469244262344096,7675.856125957474,NP_041979.1,2,gene 4.3,2,1,wildtype
13584,13853,"ID=cds26;Dbxref=UniProtKB/Swiss-Prot:P03785,NCBI_GP:CAA24410.1;Name=CAA24410.1;Note=gene 4.5;gbkey=CDS;product=CAA24410.1;protein_id=CAA24410.1;transl_table=11",108,4.5,0.269,401.48698884758363,0.05469244262344096,7340.81290923196,NP_041980.1,2,gene 4.5,2,1,wildtype
13927,14334,"ID=cds27;Dbxref=UniProtKB/Swiss-Prot:P03786,NCBI_GP:CAA24411.1;Name=CAA24411.1;Note=gene 4.7;gbkey=CDS;product=CAA24411.1;protein_id=CAA24411.1;transl_table=11",32,4.7,0.407,78.62407862407863,0.05469244262344096,1437.5675112082245,NP_041981.1,2,gene 4.7,2,1,wildtype
14353,16467,"ID=cds28;Dbxref=GOA:P00581,InterPro:IPR001098,InterPro:IPR002298,InterPro:IPR012337,InterPro:IPR019760,PDB:1SKR,PDB:1SKS,PDB:1SKW,PDB:1SL0,PDB:1SL1,PDB:1SL2,PDB:1T7P,PDB:1T8E,PDB:1TK0,PDB:1TK5,PDB:1TK8,PDB:1TKD,PDB:1X9M,PDB:1X9S,PDB:1X9W,PDB:1ZYQ,PDB:2AJQ,UniProtKB/Swiss-Prot:P00581,NCBI_GP:CAA24412.1;Name=CAA24412.1;Note=gene 5%2C DNA polymerase;gbkey=CDS;product=CAA24412.1;protein_id=CAA24412.1;transl_table=11",242,5,2.114,114.47492904446547,0.05469244262344096,2093.0666752741076,NP_041982.1,2,gene 5,2,1,wildtype
16483,16839,"ID=cds29;Dbxref=UniProtKB/Swiss-Prot:P03798,NCBI_GP:CAA24413.1;Name=CAA24413.1;Note=gene 5.3;gbkey=CDS;product=CAA24413.1;protein_id=CAA24413.1;transl_table=11",49,5.3,0.356,137.64044943820227,0.05469244262344096,2516.6264813926987,NP_041983.1,2,gene 5.3,2,1,wildtype
16851,17147,"ID=cds30;Dbxref=InterPro:IPR022611,UniProtKB/Swiss-Prot:P03787,NCBI_GP:CAA24415.1;Name=CAA24415.1;Note=possible gene 5.5-5.7;gbkey=CDS;product=CAA24415.1;protein_id=CAA24415.1;transl_table=11",42,5.5-5.7,0.296,141.8918918918919,0.05469244262344096,2594.3601178835925,NA,NA,NA,2,1,wildtype
17147,17359,"ID=cds30;Dbxref=InterPro:IPR022611,UniProtKB/Swiss-Prot:P03787,NCBI_GP:CAA24415.1;Name=CAA24415.1;Note=possible gene 5.5-5.7;gbkey=CDS;product=CAA24415.1;protein_id=CAA24415.1;transl_table=11",37,5.5-5.7,0.212,174.52830188679246,0.05469244262344096,3191.0862546115345,NA,NA,NA,2,1,wildtype
16851,17150,"ID=cds31;Dbxref=InterPro:IPR022611,UniProtKB/Swiss-Prot:P03787,NCBI_GP:CAA24414.1;Name=CAA24414.1;Note=gene 5.5%2C permits growth on lambda lysogens [13] /binds host nucleoid protein H-NS [16];gbkey=CDS;product=CAA24414.1;protein_id=CAA24414.1;transl_table=11",47,5.5,0.299,157.19063545150502,0.05469244262344096,2874.0832903325795,NA,2,gene 5.5,2,1,wildtype
17150,17359,"ID=cds32;Dbxref=InterPro:IPR022611,UniProtKB/Swiss-Prot:P03787,NCBI_GP:CAA24416.1;Name=CAA24416.1;Note=gene 5.7;gbkey=CDS;product=CAA24416.1;protein_id=CAA24416.1;transl_table=11",37,5.7,0.209,177.0334928229665,0.05469244262344096,3236.891320467202,NA,2,gene 5.7,2,1,wildtype
17359,17517,"ID=cds33;Dbxref=UniProtKB/Swiss-Prot:P20406,NCBI_GP:CAA24417.1;Name=CAA24417.1;Note=gene 5.9%2C inhibits host recBCD nuclease [13];gbkey=CDS;product=CAA24417.1;protein_id=CAA24417.1;transl_table=11",32,5.9,0.158,202.53164556962025,0.05469244262344096,3703.1011206439703,NP_041987.1,2,gene 5.9,2,1,wildtype
17504,18406,"ID=cds34;Dbxref=GOA:P00638,InterPro:IPR020046,UniProtKB/Swiss-Prot:P00638,NCBI_GP:CAA24418.1;Name=CAA24418.1;Note=gene 6%2C exonuclease;gbkey=CDS;product=CAA24418.1;protein_id=CAA24418.1;transl_table=11",178,6,0.902,197.33924611973393,0.05469244262344096,3608.1629682993007,NP_041988.1,2,gene 6,2,1,wildtype
18394,18507,"ID=cds35;Dbxref=UniProtKB/Swiss-Prot:P03799,NCBI_GP:CAA24419.1;Name=CAA24419.1;Note=gene 6.3;gbkey=CDS;product=CAA24419.1;protein_id=CAA24419.1;transl_table=11",36,6.3,0.113,318.5840707964602,0.05469244262344096,5825.010833579343,NA,2,gene 6.3,2,1,wildtype
18605,18859,"ID=cds36;Dbxref=InterPro:IPR020121,UniProtKB/Swiss-Prot:P03800,NCBI_GP:CAA24420.1;Name=CAA24420.1;Note=gene 6.5;gbkey=CDS;product=CAA24420.1;protein_id=CAA24420.1;transl_table=11",38,6.5,0.254,149.60629921259843,0.05469244262344096,2735.4108179560035,NP_041990.1,3,gene 6.5,2,1,wildtype
18864,19130,"ID=cds37;Dbxref=InterPro:IPR020134,UniProtKB/Swiss-Prot:P03801,NCBI_GP:CAA24421.1;Name=CAA24421.1;Note=gene 6.7;gbkey=CDS;product=CAA24421.1;protein_id=CAA24421.1;transl_table=11",67,6.7,0.266,251.8796992481203,0.05469244262344096,4605.383982981328,NP_041991.1,3,gene 6.7,2,1,wildtype
19130,19531,"ID=cds38;Dbxref=UniProtKB/Swiss-Prot:P03750,NCBI_GP:CAA24422.1;Name=CAA24422.1;Note=gene 7%2C host range;gbkey=CDS;product=CAA24422.1;protein_id=CAA24422.1;transl_table=11",75,7,0.401,187.03241895261846,0.05469244262344096,3419.7123035872073,NP_041992.1,3,gene 7,2,1,wildtype
19535,19834,"ID=cds39;Dbxref=UniProtKB/Swiss-Prot:P03751,NCBI_GP:CAA24423.1;Name=CAA24423.1;Note=gene 7.3%2C host range;gbkey=CDS;product=CAA24423.1;protein_id=CAA24423.1;transl_table=11",88,7.3,0.299,294.314381270903,0.05469244262344096,5381.262330835469,NP_041993.1,3,gene 7.3,2,1,wildtype
19848,20240,"ID=cds40;Dbxref=InterPro:IPR003615,UniProtKB/Swiss-Prot:P03796,NCBI_GP:CAA24424.1;Name=CAA24424.1;Note=gene 7.7;gbkey=CDS;product=CAA24424.1;protein_id=CAA24424.1;transl_table=11",86,7.7,0.392,219.3877551020408,0.05469244262344096,4011.2992687587903,NP_041994.1,3,gene 7.7,2,1,wildtype
20240,21850,"ID=cds41;Dbxref=GOA:P03728,InterPro:IPR020991,UniProtKB/Swiss-Prot:P03728,NCBI_GP:CAA24425.1;Name=CAA24425.1;Note=gene 8%2C head-tail connector protein;gbkey=CDS;product=CAA24425.1;protein_id=CAA24425.1;transl_table=11",309,8,1.61,191.9254658385093,0.05469244262344096,3509.17707515683,NP_041995.1,3,gene 8,2,1,wildtype
21950,22873,"ID=cds42;Dbxref=GOA:P03716,InterPro:IPR008768,UniProtKB/Swiss-Prot:P03716,NCBI_GP:CAA24426.1;Name=CAA24426.1;Note=gene 9%2C scaffolding protein;gbkey=CDS;product=CAA24426.1;protein_id=CAA24426.1;transl_table=11",291,9,0.923,315.27627302275187,0.05469244262344096,5764.530854718596,NP_041996.1,3,gene 9,2,1,wildtype
22967,23989,"ID=cds43;Dbxref=GOA:P19727,UniProtKB/Swiss-Prot:P19727,NCBI_GP:CAA24428.1;Name=CAA24428.1;Note=gene 10B%2C minor capsid protein [12];gbkey=CDS;product=CAA24428.1;protein_id=CAA24428.1;transl_table=11",502,10B,1.022,491.1937377690802,0.05469244262344096,8981.016648880783,NP_041997.1,3,gene 10B,2,1,wildtype
23989,24162,"ID=cds43;Dbxref=GOA:P19727,UniProtKB/Swiss-Prot:P19727,NCBI_GP:CAA24428.1;Name=CAA24428.1;Note=gene 10B%2C minor capsid protein [12];gbkey=CDS;product=CAA24428.1;protein_id=CAA24428.1;transl_table=11",122,10B,0.173,705.2023121387284,0.05469244262344096,12893.962644785617,NP_041997.1,3,gene 10B,2,1,wildtype
22967,24004,"ID=cds44;Dbxref=GOA:P19726,UniProtKB/Swiss-Prot:P19726,NCBI_GP:CAA24427.1;Name=CAA24427.1;Note=gene 10A%2C major capsid protein;gbkey=CDS;product=CAA24427.1;protein_id=CAA24427.1;transl_table=11",503,10A,1.037,485.0530376084861,0.05469244262344096,8868.739707752498,NP_041998.1,3,gene 10A,2,1,wildtype
24228,24818,"ID=cds45;Dbxref=UniProtKB/Swiss-Prot:P03746,NCBI_GP:CAA24429.1;Name=CAA24429.1;Note=gene 11%2C tail protein;gbkey=CDS;product=CAA24429.1;protein_id=CAA24429.1;transl_table=11",38,11,0.59,64.40677966101696,0.05469244262344096,1177.6175385776694,NP_041999.1,3,gene 11,2,1,wildtype
24842,27226,"ID=cds46;Dbxref=UniProtKB/Swiss-Prot:P03747,NCBI_GP:CAA24430.1;Name=CAA24430.1;Note=gene 12%2C tail protein;gbkey=CDS;product=CAA24430.1;protein_id=CAA24430.1;transl_table=11",252,12,2.384,105.70469798657719,0.05469244262344096,1932.7112287589177,NP_042000.1,3,gene 12,2,1,wildtype
27307,27723,"ID=cds47;Dbxref=InterPro:IPR020335,UniProtKB/Swiss-Prot:P03723,NCBI_GP:CAA24431.1;Name=CAA24431.1;Note=gene 13%2C internal virion protein;gbkey=CDS;product=CAA24431.1;protein_id=CAA24431.1;transl_table=11",34,13,0.416,81.73076923076924,0.05469244262344096,1494.3704342021792,NP_042001.1,3,gene 13,2,1,wildtype
27728,28318,"ID=cds48;Dbxref=UniProtKB/Swiss-Prot:P03724,NCBI_GP:CAA24432.1;Name=CAA24432.1;Note=gene 14%2C internal virion protein;gbkey=CDS;product=CAA24432.1;protein_id=CAA24432.1;transl_table=11",85,14,0.59,144.0677966101695,0.05469244262344096,2634.1444941868917,NP_042002.1,3,gene 14,2,1,wildtype
28325,30568,"ID=cds49;Dbxref=UniProtKB/Swiss-Prot:P03725,NCBI_GP:CAA24433.1;Name=CAA24433.1;Note=gene 15%2C internal virion protein;gbkey=CDS;product=CAA24433.1;protein_id=CAA24433.1;transl_table=11",310,15,2.243,138.20775746767723,0.05469244262344096,2526.9991764537126,NP_042003.1,3,gene 15,2,1,wildtype
30595,34551,"ID=cds50;Dbxref=GOA:P03726,InterPro:IPR000189,InterPro:IPR008258,UniProtKB/Swiss-Prot:P03726,NCBI_GP:CAA24434.1;Name=CAA24434.1;Note=gene 16%2C internal virion protein;gbkey=CDS;product=CAA24434.1;protein_id=CAA24434.1;transl_table=11",519,16,3.956,131.19312436804853,0.05469244262344096,2398.743191473765,NP_042004.1,3,gene 16,2,1,wildtype
