"Accession","gene","protein_desc","protein_id","location","rep","strain","time","area","total_area","n_area","tabasco_id","class","Ribosome","coli Pol","coli Pol-P","coli Pol-2.0","coli Pol-P-2.0","sim_count","sim_count2"
"NP_041995.1 ","[gene=T7p42","head-tail connector protein","NP_041995.1","20240..21850]",2,"11-42",300,8.11395e+07,1.14934e+11,0.000705966,"gp8",3,2.6,0,346.05,0,1258.27,235.98,64.6
"NP_041996.1 ","[gene=T7p43","capsid assembly protein","NP_041996.1","21950..22873]",2,"11-42",300,2.38779e+08,1.14934e+11,0.00207753,"gp9",3,2.6,0,346.05,0,1258.27,312.82,90.82
"NP_041997.1 ","[gene=T7p44","major capsid protein","NP_041997.1","join(22967..23989,23989..24162)]",2,"11-42",300,5.33544e+08,1.14934e+11,0.00464217,"gp10B",3,NA,NA,NA,NA,NA,NA,NA
"NP_041998.1 ","[gene=T7p45","major capsid protein","NP_041998.1","22967..24004]",2,"11-42",300,5.33544e+08,1.14934e+11,0.00464217,"gp10A",3,2.6,0,346.05,0,1258.27,226.94,70.97
"NP_041999.1 ","[gene=T7p46","tail tubular protein A","NP_041999.1","24228..24818]",2,"11-42",300,1.07838e+07,1.14934e+11,9.38262e-05,"gp11",3,2.6,0,346.05,0,1258.27,50.71,15.25
"NP_042000.1 ","[gene=T7p47","tail tubular protein B","NP_042000.1","24842..27226]",2,"11-42",300,3.06272e+07,1.14934e+11,0.000266476,"gp12",3,2.6,0,346.05,0,1258.27,0.49,0.1
"NP_042001.1 ","[gene=T7p48","internal virion protein A","NP_042001.1","27307..27723]",2,"11-42",300,4.85395e+06,1.14934e+11,4.22324e-05,"gp13",3,2.6,0,346.05,0,1258.27,53.62,16.05
"NP_042002.1 ","[gene=T7p49","internal virion protein B","NP_042002.1","27728..28318]",2,"11-42",300,5.8813e+06,1.14934e+11,5.1171e-05,"gp14",3,2.6,0,346.05,0,1258.27,38.05,11.5
"NP_042003.1 ","[gene=T7p50","internal virion protein C","NP_042003.1","28325..30568]",2,"11-42",300,2.21496e+07,1.14934e+11,0.000192716,"gp15",3,2.6,0,346.05,0,1258.27,0,0
"NP_042004.1 ","[gene=T7p51","internal virion protein D","NP_042004.1","30595..34551]",2,"11-42",300,7.06566e+07,1.14934e+11,0.000614757,"gp16",3,2.6,0,346.05,0,1258.27,0,0
"NP_042005.1 ","[gene=T7p52","tail fiber protein","NP_042005.1","34624..36285]",2,"11-42",300,3.70101e+07,1.14934e+11,0.000322011,"gp17",3,2.6,0,346.05,0,1258.27,0,0
"NP_042006.1 ","[gene=T7p53","type II holin","NP_042006.1","36344..36547]",2,"11-42",300,1.76045e+07,1.14934e+11,0.000153171,"gp17.5",3,2.6,0,346.05,0,1258.27,0.19,0.03
"NP_042007.1 ","[gene=T7p54","DNA packaging protein, small subunit","NP_042007.1","36553..36822]",2,"11-42",300,1.32647e+07,1.14934e+11,0.000115411,"gp18",3,2.6,0,346.05,0,1258.27,0.06,0.02
"NP_042008.1 ","[gene=T7p55","phage lambda Rz-like lysis protein","NP_042008.1","36917..37348]",2,"11-42",300,NA,1.14934e+11,NA,"gp18.5",3,2.6,0,346.05,0,1258.27,0,0
"NP_042009.1 ","[gene=T7p56","phage lambda Rz1-like protein","NP_042009.1","37032..37283]",2,"11-42",300,NA,1.14934e+11,NA,"gp18.7",3,NA,NA,NA,NA,NA,NA,NA
"NP_042010.1 ","[gene=T7p57","DNA maturation protein","NP_042010.1","37370..39130]",2,"11-42",300,7.36247e+06,1.14934e+11,6.40582e-05,"gp19",3,2.6,0,346.05,0,1258.27,0,0
"NP_042013.1 ","[gene=T7p60","hypothetical protein","NP_042013.1","39389..39538]",2,"11-42",300,NA,1.14934e+11,NA,"gp19.5",3,2.6,0,346.05,0,1258.27,0,0
"NP_041954.1 ","[gene=T7p01","hypothetical protein","NP_041954.1","925..1278]",2,"11-42",540,NA,2.47824e+11,NA,"gp0.3",1,0.56,0,14.66,0,1660.33,10442.5,4499.98
"NP_041955.1 ","[gene=T7p02","hypothetical protein","NP_041955.1","1278..1433]",2,"11-42",540,NA,2.47824e+11,NA,"gp0.4",1,0.56,0,14.66,0,1660.33,9887.33,4129.35
"NP_041959.1 ","[gene=T7p03","protein kinase","NP_041959.1","2021..3100]",2,"11-42",540,8.29842e+07,2.47824e+11,0.000334852,"gp0.7",1,0.56,0,14.66,0,1660.33,8261.18,2202.54
"NP_041960.1 ","[gene=T7p07","T3/T7-like RNA polymerase","NP_041960.1","3171..5822]",2,"11-42",540,3.23831e+08,2.47824e+11,0.0013067,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NP_041962.1 ","[gene=T7p08","host dGTPase inhibitor","NP_041962.1","6137..6394]",2,"11-42",540,2.61221e+08,2.47824e+11,0.00105406,"gp1.2",2,0.56,0,14.66,0,1660.33,6182.7,1544
"NP_041963.1 ","[gene=T7p10","ATP-dependent DNA ligase","NP_041963.1","6475..7554]",2,"11-42",540,9.15006e+08,2.47824e+11,0.00369216,"gp1.3",2,0.56,0,14.66,0,1660.33,6310.94,1537.98
"NP_041965.1 ","[gene=T7p12","hypothetical protein","NP_041965.1","7791..7880]",2,"11-42",540,NA,2.47824e+11,NA,"gp1.5",2,0.56,0,14.66,0,1660.33,1863.89,449.9
"NP_041966.1 ","[gene=T7p13","hypothetical protein","NP_041966.1","7906..8166]",2,"11-42",540,2.18989e+08,2.47824e+11,0.00088365,"gp1.6",2,0.56,0,14.66,0,1660.33,2579.25,628.23
"NP_041967.1 ","[gene=T7p14","hypothetical protein","NP_041967.1","8166..8756]",2,"11-42",540,3.22768e+08,2.47824e+11,0.00130241,"gp1.7",2,0.56,0,14.66,0,1660.33,3458.82,852.97
"NP_041968.1 ","[gene=T7p15","hypothetical protein","NP_041968.1","8749..8895]",2,"11-42",540,2.43361e+07,2.47824e+11,9.81994e-05,"gp1.8",2,0.56,0,14.66,0,1660.33,3396.92,832.56
"NP_041969.1 ","[gene=T7p16","inhibitor of host bacterial RNA polymerase","NP_041969.1","8898..9092]",2,"11-42",540,571360,2.47824e+11,2.30551e-06,"gp2",2,NA,NA,NA,NA,NA,NA,NA
"NP_041970.1 ","[gene=T7p17","single-stranded DNA-binding protein","NP_041970.1","9158..9856]",2,"11-42",540,2.42649e+09,2.47824e+11,0.0097912,"gp2.5",2,0.56,0,14.66,0,1660.33,3875.83,961.65
"NP_041971.1 ","[gene=T7p18","hypothetical protein","NP_041971.1","9857..10276]",2,"11-42",540,9.227e+07,2.47824e+11,0.000372321,"gp2.8",2,0.56,0,14.66,0,1660.33,3774.68,937.38
"NP_041972.1 ","[gene=T7p19","endonuclease I","NP_041972.1","10257..10706]",2,"11-42",540,1.80892e+08,2.47824e+11,0.000729924,"gp3",2,NA,NA,NA,NA,NA,NA,NA
"NP_041973.1 ","[gene=T7p20","lysozyme","NP_041973.1","10706..11161]",2,"11-42",540,6.17064e+08,2.47824e+11,0.00248993,"gp3.5",2,0.56,0,14.66,0,1660.33,33.16,21.18
"NP_041974.1 ","[gene=T7p21","putative NHN endonuclease","NP_041974.1","11225..11590]",2,"11-42",540,5.56824e+07,2.47824e+11,0.000224686,"gp3.8",2,0.56,0,14.66,0,1660.33,4311.14,1053.27
"NP_041977.1 ","[gene=T7p24","helicase","NP_041977.1","11754..13265]",2,"11-42",540,1.22945e+08,2.47824e+11,0.0004961,"gp4",2,NA,NA,NA,NA,NA,NA,NA
"NP_041978.1 ","[gene=T7p25","hypothetical protein","NP_041978.1","12988..13326]",2,"11-42",540,674869,2.47824e+11,2.72318e-06,"gp4.2",2,0.56,0,14.66,0,1660.33,4458.9,1096.22
"NP_041979.1 ","[gene=T7p26","hypothetical protein","NP_041979.1","13352..13564]",2,"11-42",540,8.97166e+07,2.47824e+11,0.000362018,"gp4.3",2,0.56,0,14.66,0,1660.33,4147.87,1019.55
"NP_041980.1 ","[gene=T7p27","hypothetical protein","NP_041980.1","13584..13853]",2,"11-42",540,4.65805e+08,2.47824e+11,0.00187958,"gp4.5",2,0.56,0,14.66,0,1660.33,4633.99,1145.38
"NP_041981.1 ","[gene=T7p28","hypothetical protein","NP_041981.1","13927..14334]",2,"11-42",540,5.74498e+08,2.47824e+11,0.00231817,"gp4.7",2,0.56,0,14.66,0,1660.33,4447.2,1113.83
"NP_041982.1 ","[gene=T7p29","DNA polymerase","NP_041982.1","14353..16467]",2,"11-42",540,2.77994e+08,2.47824e+11,0.00112174,"gp5",2,NA,NA,NA,NA,NA,NA,NA
"NP_041983.1 ","[gene=T7p30","hypothetical protein","NP_041983.1","16483..16839]",2,"11-42",540,7.91171e+06,2.47824e+11,3.19248e-05,"gp5.3",2,0.56,0,14.66,0,1660.33,4505.3,1115.63
"NP_041984.1 ","[gene=T7p31","hypothetical protein","NP_041984.1","join(16851..17147,17147..17359)]",2,"11-42",540,4.93686e+08,2.47824e+11,0.00199209,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NP_041987.1 ","[gene=T7p34","host recBCD nuclease inhibitor","NP_041987.1","17359..17517]",2,"11-42",540,2.92641e+08,2.47824e+11,0.00118084,"gp5.9",2,0.56,0,14.66,0,1660.33,4373.11,1080.15
"NP_041988.1 ","[gene=T7p35","exonuclease","NP_041988.1","17504..18406]",2,"11-42",540,6.22459e+08,2.47824e+11,0.0025117,"gp6",2,NA,NA,NA,NA,NA,NA,NA
"NP_041990.1 ","[gene=T7p37","hypothetical protein","NP_041990.1","18605..18859]",2,"11-42",540,3.13061e+08,2.47824e+11,0.00126324,"gp6.5",3,0.56,0,14.66,0,1660.33,4913.94,1264.55
"NP_041991.1 ","[gene=T7p38","hypothetical protein","NP_041991.1","18864..19130]",2,"11-42",540,4.06416e+07,2.47824e+11,0.000163994,"gp6.7",3,0.56,0,14.66,0,1660.33,4832.11,1250.06
"NP_041992.1 ","[gene=T7p39","hypothetical protein","NP_041992.1","19130..19531]",2,"11-42",540,8.50637e+07,2.47824e+11,0.000343243,"gp7",3,0.56,0,14.66,0,1660.33,4724.69,1221.02
"NP_041993.1 ","[gene=T7p40","tail assembly protein","NP_041993.1","19535..19834]",2,"11-42",540,6.47707e+08,2.47824e+11,0.00261358,"gp7.3",3,0.56,0,14.66,0,1660.33,4661.15,1198.56
"NP_041994.1 ","[gene=T7p41","hypothetical protein","NP_041994.1","19848..20240]",2,"11-42",540,2.06261e+08,2.47824e+11,0.000832288,"gp7.7",3,0.56,0,14.66,0,1660.33,4562.71,1179.87
"NP_041995.1 ","[gene=T7p42","head-tail connector protein","NP_041995.1","20240..21850]",2,"11-42",540,6.90865e+08,2.47824e+11,0.00278773,"gp8",3,0.56,0,14.66,0,1660.33,4023,1041.75
"NP_041996.1 ","[gene=T7p43","capsid assembly protein","NP_041996.1","21950..22873]",2,"11-42",540,2.85748e+09,2.47824e+11,0.0115303,"gp9",3,0.56,0,14.66,0,1660.33,4437.61,1160.68
"NP_041997.1 ","[gene=T7p44","major capsid protein","NP_041997.1","join(22967..23989,23989..24162)]",2,"11-42",540,4.07002e+09,2.47824e+11,0.0164231,"gp10B",3,NA,NA,NA,NA,NA,NA,NA
"NP_041998.1 ","[gene=T7p45","major capsid protein","NP_041998.1","22967..24004]",2,"11-42",540,4.07002e+09,2.47824e+11,0.0164231,"gp10A",3,0.56,0,14.66,0,1660.33,4654.82,1250.77
"NP_041999.1 ","[gene=T7p46","tail tubular protein A","NP_041999.1","24228..24818]",2,"11-42",540,1.36762e+08,2.47824e+11,0.000551854,"gp11",3,0.56,0,14.66,0,1660.33,905.32,245.27
"NP_042000.1 ","[gene=T7p47","tail tubular protein B","NP_042000.1","24842..27226]",2,"11-42",540,2.27452e+08,2.47824e+11,0.000917799,"gp12",3,0.56,0,14.66,0,1660.33,726.93,195.4
"NP_042001.1 ","[gene=T7p48","internal virion protein A","NP_042001.1","27307..27723]",2,"11-42",540,3.49371e+07,2.47824e+11,0.000140976,"gp13",3,0.56,0,14.66,0,1660.33,1424.87,392.97
"NP_042002.1 ","[gene=T7p49","internal virion protein B","NP_042002.1","27728..28318]",2,"11-42",540,7.32991e+07,2.47824e+11,0.000295771,"gp14",3,0.56,0,14.66,0,1660.33,1367.69,376.53
"NP_042003.1 ","[gene=T7p50","internal virion protein C","NP_042003.1","28325..30568]",2,"11-42",540,1.85113e+08,2.47824e+11,0.000746954,"gp15",3,0.56,0,14.66,0,1660.33,1099.61,305.36
"NP_042004.1 ","[gene=T7p51","internal virion protein D","NP_042004.1","30595..34551]",2,"11-42",540,2.53614e+08,2.47824e+11,0.00102337,"gp16",3,0.56,0,14.66,0,1660.33,742.61,206.9
"NP_042005.1 ","[gene=T7p52","tail fiber protein","NP_042005.1","34624..36285]",2,"11-42",540,4.69991e+08,2.47824e+11,0.00189647,"gp17",3,0.56,0,14.66,0,1660.33,1161.14,318.87
"NP_042006.1 ","[gene=T7p53","type II holin","NP_042006.1","36344..36547]",2,"11-42",540,1.36535e+08,2.47824e+11,0.000550938,"gp17.5",3,0.56,0,14.66,0,1660.33,1305.62,356.68
"NP_042007.1 ","[gene=T7p54","DNA packaging protein, small subunit","NP_042007.1","36553..36822]",2,"11-42",540,1.47891e+08,2.47824e+11,0.000596759,"gp18",3,0.56,0,14.66,0,1660.33,1282.42,350.04
"NP_042008.1 ","[gene=T7p55","phage lambda Rz-like lysis protein","NP_042008.1","36917..37348]",2,"11-42",540,5.5849e+07,2.47824e+11,0.000225358,"gp18.5",3,0.56,0,14.66,0,1660.33,1232.12,338.01
"NP_042009.1 ","[gene=T7p56","phage lambda Rz1-like protein","NP_042009.1","37032..37283]",2,"11-42",540,7.32425e+06,2.47824e+11,2.95543e-05,"gp18.7",3,NA,NA,NA,NA,NA,NA,NA
"NP_042010.1 ","[gene=T7p57","DNA maturation protein","NP_042010.1","37370..39130]",2,"11-42",540,8.5607e+07,2.47824e+11,0.000345435,"gp19",3,0.56,0,14.66,0,1660.33,985.48,266.17
"NP_042013.1 ","[gene=T7p60","hypothetical protein","NP_042013.1","39389..39538]",2,"11-42",540,1.9367e+07,2.47824e+11,7.81482e-05,"gp19.5",3,0.56,0,14.66,0,1660.33,1404.79,378.46
"NP_041954.1 ","[gene=T7p01","hypothetical protein","NP_041954.1","925..1278]",2,"11-44",60,NA,1.37247e+11,NA,"gp0.3",1,9605.73,1715.69,0,0,0,172.81,174.19
"NP_041955.1 ","[gene=T7p02","hypothetical protein","NP_041955.1","1278..1433]",2,"11-44",60,NA,1.37247e+11,NA,"gp0.4",1,9605.73,1715.69,0,0,0,136.13,135.61
"NP_041959.1 ","[gene=T7p03","protein kinase","NP_041959.1","2021..3100]",2,"11-44",60,4.96262e+06,1.37247e+11,3.61583e-05,"gp0.7",1,9605.73,1715.69,0,0,0,0,0
"NP_041960.1 ","[gene=T7p07","T3/T7-like RNA polymerase","NP_041960.1","3171..5822]",2,"11-44",60,4.39541e+06,1.37247e+11,3.20255e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NP_041962.1 ","[gene=T7p08","host dGTPase inhibitor","NP_041962.1","6137..6394]",2,"11-44",60,2.22498e+06,1.37247e+11,1.62115e-05,"gp1.2",2,9605.73,1715.69,0,0,0,0,0
"NP_041963.1 ","[gene=T7p10","ATP-dependent DNA ligase","NP_041963.1","6475..7554]",2,"11-44",60,1.96837e+07,1.37247e+11,0.000143418,"gp1.3",2,9605.73,1715.69,0,0,0,0,0
"NP_041965.1 ","[gene=T7p12","hypothetical protein","NP_041965.1","7791..7880]",2,"11-44",60,NA,1.37247e+11,NA,"gp1.5",2,9605.73,1715.69,0,0,0,0,0
"NP_041966.1 ","[gene=T7p13","hypothetical protein","NP_041966.1","7906..8166]",2,"11-44",60,9.92972e+06,1.37247e+11,7.23492e-05,"gp1.6",2,9605.73,1715.69,0,0,0,0,0
"NP_041967.1 ","[gene=T7p14","hypothetical protein","NP_041967.1","8166..8756]",2,"11-44",60,1.46253e+07,1.37247e+11,0.000106562,"gp1.7",2,9605.73,1715.69,0,0,0,0,0
"NP_041968.1 ","[gene=T7p15","hypothetical protein","NP_041968.1","8749..8895]",2,"11-44",60,NA,1.37247e+11,NA,"gp1.8",2,9605.73,1715.69,0,0,0,0,0
"NP_041969.1 ","[gene=T7p16","inhibitor of host bacterial RNA polymerase","NP_041969.1","8898..9092]",2,"11-44",60,NA,1.37247e+11,NA,"gp2",2,NA,NA,NA,NA,NA,NA,NA
"NP_041970.1 ","[gene=T7p17","single-stranded DNA-binding protein","NP_041970.1","9158..9856]",2,"11-44",60,2.26998e+07,1.37247e+11,0.000165394,"gp2.5",2,9605.73,1715.69,0,0,0,0,0
"NP_041971.1 ","[gene=T7p18","hypothetical protein","NP_041971.1","9857..10276]",2,"11-44",60,NA,1.37247e+11,NA,"gp2.8",2,9605.73,1715.69,0,0,0,0,0
"NP_041972.1 ","[gene=T7p19","endonuclease I","NP_041972.1","10257..10706]",2,"11-44",60,20972.2,1.37247e+11,1.52806e-07,"gp3",2,NA,NA,NA,NA,NA,NA,NA
"NP_041973.1 ","[gene=T7p20","lysozyme","NP_041973.1","10706..11161]",2,"11-44",60,5.87726e+06,1.37247e+11,4.28224e-05,"gp3.5",2,9605.73,1715.69,0,0,0,0,0
"NP_041974.1 ","[gene=T7p21","putative NHN endonuclease","NP_041974.1","11225..11590]",2,"11-44",60,NA,1.37247e+11,NA,"gp3.8",2,9605.73,1715.69,0,0,0,0,0
"NP_041977.1 ","[gene=T7p24","helicase","NP_041977.1","11754..13265]",2,"11-44",60,NA,1.37247e+11,NA,"gp4",2,NA,NA,NA,NA,NA,NA,NA
"NP_041978.1 ","[gene=T7p25","hypothetical protein","NP_041978.1","12988..13326]",2,"11-44",60,NA,1.37247e+11,NA,"gp4.2",2,9605.73,1715.69,0,0,0,0,0
"NP_041979.1 ","[gene=T7p26","hypothetical protein","NP_041979.1","13352..13564]",2,"11-44",60,3.57244e+06,1.37247e+11,2.60292e-05,"gp4.3",2,9605.73,1715.69,0,0,0,0,0
"NP_041980.1 ","[gene=T7p27","hypothetical protein","NP_041980.1","13584..13853]",2,"11-44",60,5.71775e+06,1.37247e+11,4.16602e-05,"gp4.5",2,9605.73,1715.69,0,0,0,0,0
"NP_041981.1 ","[gene=T7p28","hypothetical protein","NP_041981.1","13927..14334]",2,"11-44",60,1.6371e+07,1.37247e+11,0.000119281,"gp4.7",2,9605.73,1715.69,0,0,0,0,0
"NP_041982.1 ","[gene=T7p29","DNA polymerase","NP_041982.1","14353..16467]",2,"11-44",60,5.93339e+06,1.37247e+11,4.32314e-05,"gp5",2,NA,NA,NA,NA,NA,NA,NA
"NP_041983.1 ","[gene=T7p30","hypothetical protein","NP_041983.1","16483..16839]",2,"11-44",60,NA,1.37247e+11,NA,"gp5.3",2,9605.73,1715.69,0,0,0,0,0
"NP_041984.1 ","[gene=T7p31","hypothetical protein","NP_041984.1","join(16851..17147,17147..17359)]",2,"11-44",60,8.82696e+06,1.37247e+11,6.43143e-05,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NP_041987.1 ","[gene=T7p34","host recBCD nuclease inhibitor","NP_041987.1","17359..17517]",2,"11-44",60,NA,1.37247e+11,NA,"gp5.9",2,9605.73,1715.69,0,0,0,0,0
"NP_041988.1 ","[gene=T7p35","exonuclease","NP_041988.1","17504..18406]",2,"11-44",60,6.79719e+06,1.37247e+11,4.95252e-05,"gp6",2,NA,NA,NA,NA,NA,NA,NA
"NP_041990.1 ","[gene=T7p37","hypothetical protein","NP_041990.1","18605..18859]",2,"11-44",60,1.57136e+06,1.37247e+11,1.14491e-05,"gp6.5",3,9605.73,1715.69,0,0,0,0,0
"NP_041991.1 ","[gene=T7p38","hypothetical protein","NP_041991.1","18864..19130]",2,"11-44",60,NA,1.37247e+11,NA,"gp6.7",3,9605.73,1715.69,0,0,0,0,0
"NP_041992.1 ","[gene=T7p39","hypothetical protein","NP_041992.1","19130..19531]",2,"11-44",60,2.11505e+06,1.37247e+11,1.54105e-05,"gp7",3,9605.73,1715.69,0,0,0,0,0
"NP_041993.1 ","[gene=T7p40","tail assembly protein","NP_041993.1","19535..19834]",2,"11-44",60,NA,1.37247e+11,NA,"gp7.3",3,9605.73,1715.69,0,0,0,0,0
"NP_041994.1 ","[gene=T7p41","hypothetical protein","NP_041994.1","19848..20240]",2,"11-44",60,5.83776e+06,1.37247e+11,4.25347e-05,"gp7.7",3,9605.73,1715.69,0,0,0,0,0
"NP_041995.1 ","[gene=T7p42","head-tail connector protein","NP_041995.1","20240..21850]",2,"11-44",60,8.2866e+06,1.37247e+11,6.03772e-05,"gp8",3,9605.73,1715.69,0,0,0,0,0
"NP_041996.1 ","[gene=T7p43","capsid assembly protein","NP_041996.1","21950..22873]",2,"11-44",60,1.52657e+07,1.37247e+11,0.000111228,"gp9",3,9605.73,1715.69,0,0,0,0,0
"NP_041997.1 ","[gene=T7p44","major capsid protein","NP_041997.1","join(22967..23989,23989..24162)]",2,"11-44",60,1.79155e+08,1.37247e+11,0.00130535,"gp10B",3,NA,NA,NA,NA,NA,NA,NA
"NP_041998.1 ","[gene=T7p45","major capsid protein","NP_041998.1","22967..24004]",2,"11-44",60,1.79155e+08,1.37247e+11,0.00130535,"gp10A",3,9605.73,1715.69,0,0,0,0,0
"NP_041999.1 ","[gene=T7p46","tail tubular protein A","NP_041999.1","24228..24818]",2,"11-44",60,NA,1.37247e+11,NA,"gp11",3,9605.73,1715.69,0,0,0,0,0
"NP_042000.1 ","[gene=T7p47","tail tubular protein B","NP_042000.1","24842..27226]",2,"11-44",60,2.17866e+06,1.37247e+11,1.5874e-05,"gp12",3,9605.73,1715.69,0,0,0,0,0
"NP_042001.1 ","[gene=T7p48","internal virion protein A","NP_042001.1","27307..27723]",2,"11-44",60,NA,1.37247e+11,NA,"gp13",3,9605.73,1715.69,0,0,0,0,0
"NP_042002.1 ","[gene=T7p49","internal virion protein B","NP_042002.1","27728..28318]",2,"11-44",60,1.46159e+06,1.37247e+11,1.06493e-05,"gp14",3,9605.73,1715.69,0,0,0,0,0
"NP_042003.1 ","[gene=T7p50","internal virion protein C","NP_042003.1","28325..30568]",2,"11-44",60,3.07596e+06,1.37247e+11,2.24119e-05,"gp15",3,9605.73,1715.69,0,0,0,0,0
"NP_042004.1 ","[gene=T7p51","internal virion protein D","NP_042004.1","30595..34551]",2,"11-44",60,2.0926e+06,1.37247e+11,1.5247e-05,"gp16",3,9605.73,1715.69,0,0,0,0,0
"NP_042005.1 ","[gene=T7p52","tail fiber protein","NP_042005.1","34624..36285]",2,"11-44",60,9.14066e+06,1.37247e+11,6.66e-05,"gp17",3,9605.73,1715.69,0,0,0,0,0
"NP_042006.1 ","[gene=T7p53","type II holin","NP_042006.1","36344..36547]",2,"11-44",60,1.21073e+07,1.37247e+11,8.82152e-05,"gp17.5",3,9605.73,1715.69,0,0,0,0,0
"NP_042007.1 ","[gene=T7p54","DNA packaging protein, small subunit","NP_042007.1","36553..36822]",2,"11-44",60,1.56856e+06,1.37247e+11,1.14287e-05,"gp18",3,9605.73,1715.69,0,0,0,0,0
"NP_042008.1 ","[gene=T7p55","phage lambda Rz-like lysis protein","NP_042008.1","36917..37348]",2,"11-44",60,6.23244e+06,1.37247e+11,4.54103e-05,"gp18.5",3,9605.73,1715.69,0,0,0,0,0
"NP_042009.1 ","[gene=T7p56","phage lambda Rz1-like protein","NP_042009.1","37032..37283]",2,"11-44",60,NA,1.37247e+11,NA,"gp18.7",3,NA,NA,NA,NA,NA,NA,NA
"NP_042010.1 ","[gene=T7p57","DNA maturation protein","NP_042010.1","37370..39130]",2,"11-44",60,NA,1.37247e+11,NA,"gp19",3,9605.73,1715.69,0,0,0,0,0
"NP_042013.1 ","[gene=T7p60","hypothetical protein","NP_042013.1","39389..39538]",2,"11-44",60,3.76469e+06,1.37247e+11,2.743e-05,"gp19.5",3,9605.73,1715.69,0,0,0,0,0
"NP_041954.1 ","[gene=T7p01","hypothetical protein","NP_041954.1","925..1278]",2,"11-44",300,445438,1.35849e+11,3.27891e-06,"gp0.3",1,2.6,0,346.05,0,1258.27,7975.23,3943.85
"NP_041955.1 ","[gene=T7p02","hypothetical protein","NP_041955.1","1278..1433]",2,"11-44",300,NA,1.35849e+11,NA,"gp0.4",1,2.6,0,346.05,0,1258.27,7504.71,3596.87
"NP_041959.1 ","[gene=T7p03","protein kinase","NP_041959.1","2021..3100]",2,"11-44",300,6.34959e+07,1.35849e+11,0.000467399,"gp0.7",1,2.6,0,346.05,0,1258.27,5399.92,1566
"NP_041960.1 ","[gene=T7p07","T3/T7-like RNA polymerase","NP_041960.1","3171..5822]",2,"11-44",300,1.44519e+08,1.35849e+11,0.00106382,NA,NA,NA,NA,NA,NA,NA,NA,NA
"NP_041962.1 ","[gene=T7p08","host dGTPase inhibitor","NP_041962.1","6137..6394]",2,"11-44",300,2.82822e+07,1.35849e+11,0.000208188,"gp1.2",2,2.6,0,346.05,0,1258.27,3326.55,900.23
"NP_041963.1 ","[gene=T7p10","ATP-dependent DNA ligase","NP_041963.1","6475..7554]",2,"11-44",300,1.91788e+08,1.35849e+11,0.00141177,"gp1.3",2,2.6,0,346.05,0,1258.27,2968.21,779.6
"NP_041965.1 ","[gene=T7p12","hypothetical protein","NP_041965.1","7791..7880]",2,"11-44",300,NA,1.35849e+11,NA,"gp1.5",2,2.6,0,346.05,0,1258.27,678.27,164.37
"NP_041966.1 ","[gene=T7p13","hypothetical protein","NP_041966.1","7906..8166]",2,"11-44",300,9.31188e+07,1.35849e+11,0.000685457,"gp1.6",2,2.6,0,346.05,0,1258.27,1005.03,248.38
"NP_041967.1 ","[gene=T7p14","hypothetical protein","NP_041967.1","8166..8756]",2,"11-44",300,9.62789e+07,1.35849e+11,0.000708719,"gp1.7",2,2.6,0,346.05,0,1258.27,1358.69,334.26
"NP_041968.1 ","[gene=T7p15","hypothetical protein","NP_041968.1","8749..8895]",2,"11-44",300,2.54177e+07,1.35849e+11,0.000187102,"gp1.8",2,2.6,0,346.05,0,1258.27,1371.97,334.07
"NP_041969.1 ","[gene=T7p16","inhibitor of host bacterial RNA polymerase","NP_041969.1","8898..9092]",2,"11-44",300,40477.2,1.35849e+11,2.97956e-07,"gp2",2,NA,NA,NA,NA,NA,NA,NA
"NP_041970.1 ","[gene=T7p17","single-stranded DNA-binding protein","NP_041970.1","9158..9856]",2,"11-44",300,5.259e+08,1.35849e+11,0.0038712,"gp2.5",2,2.6,0,346.05,0,1258.27,1423.25,349.29
"NP_041971.1 ","[gene=T7p18","hypothetical protein","NP_041971.1","9857..10276]",2,"11-44",300,1.85192e+07,1.35849e+11,0.000136322,"gp2.8",2,2.6,0,346.05,0,1258.27,1378.66,337.1
"NP_041972.1 ","[gene=T7p19","endonuclease I","NP_041972.1","10257..10706]",2,"11-44",300,1.6387e+07,1.35849e+11,0.000120626,"gp3",2,NA,NA,NA,NA,NA,NA,NA
"NP_041973.1 ","[gene=T7p20","lysozyme","NP_041973.1","10706..11161]",2,"11-44",300,1.11917e+08,1.35849e+11,0.00082383,"gp3.5",2,2.6,0,346.05,0,1258.27,14.69,8.79
"NP_041974.1 ","[gene=T7p21","putative NHN endonuclease","NP_041974.1","11225..11590]",2,"11-44",300,1.93382e+07,1.35849e+11,0.000142351,"gp3.8",2,2.6,0,346.05,0,1258.27,1445.1,346.97
"NP_041977.1 ","[gene=T7p24","helicase","NP_041977.1","11754..13265]",2,"11-44",300,3.728e+07,1.35849e+11,0.000274422,"gp4",2,NA,NA,NA,NA,NA,NA,NA
"NP_041978.1 ","[gene=T7p25","hypothetical protein","NP_041978.1","12988..13326]",2,"11-44",300,NA,1.35849e+11,NA,"gp4.2",2,2.6,0,346.05,0,1258.27,1312.35,323.2
